"Tipo_Aloxamento";"Ano";"Numero_Establecementos";"Area";"Area.1"
"50194";NA;"2022";2;NA;NA
"50195";"Albergues turísticos";NA;NA;NA;NA
"50196";NA;"2003";NA;NA;NA
"50197";NA;"2004";NA;NA;NA
"50198";NA;"2005";NA;NA;NA
"50199";NA;"2006";NA;NA;NA
"50200";NA;"2007";NA;NA;NA
"50201";NA;"2008";NA;NA;NA
"50202";NA;"2009";NA;NA;NA
"50203";NA;"2010";NA;NA;NA
"50204";NA;"2011";NA;NA;NA
"50205";NA;"2012";0;NA;NA
"50206";NA;"2013";0;NA;NA
"50207";NA;"2017";0;NA;NA
"50208";NA;"2018";1;NA;NA
"50209";NA;"2019";1;NA;NA
"50210";NA;"2020";1;NA;NA
"50211";NA;"2021";1;NA;NA
"50212";NA;"2022";1;NA;NA
"50213";"Turismo rural";NA;NA;NA;NA
"50214";NA;"2003";2;NA;NA
"50215";NA;"2004";2;NA;NA
"50216";NA;"2005";2;NA;NA
"50217";NA;"2006";2;NA;NA
"50218";NA;"2007";2;NA;NA
"50219";NA;"2008";2;NA;NA
"50220";NA;"2009";2;NA;NA
"50221";NA;"2010";2;NA;NA
"50222";NA;"2011";2;NA;NA
"50223";NA;"2012";2;NA;NA
"50224";NA;"2013";2;NA;NA
"50225";NA;"2017";1;NA;NA
"50226";NA;"2018";1;NA;NA
"50227";NA;"2019";2;NA;NA
"50228";NA;"2020";2;NA;NA
"50229";NA;"2021";2;NA;NA
"50230";NA;"2022";2;NA;NA
"50231";"Campamentos de turismo";NA;NA;NA;NA
"50232";NA;"2003";0;NA;NA
"50233";NA;"2004";0;NA;NA
"50234";NA;"2005";0;NA;NA
"50235";NA;"2006";0;NA;NA
"50236";NA;"2007";0;NA;NA
"50237";NA;"2008";0;NA;NA
"50238";NA;"2009";0;NA;NA
"50239";NA;"2010";0;NA;NA
"50240";NA;"2011";0;NA;NA
"50241";NA;"2012";0;NA;NA
"50242";NA;"2013";0;NA;NA
"50243";NA;"2017";0;NA;NA
"50244";NA;"2018";0;NA;NA
"50245";NA;"2019";0;NA;NA
"50246";NA;"2020";0;NA;NA
"50247";NA;"2021";0;NA;NA
"50248";NA;"2022";0;NA;NA
"50249";"Apartamentos turísticos";NA;NA;NA;NA
"50250";NA;"2003";0;NA;NA
"50251";NA;"2004";0;NA;NA
"50252";NA;"2005";0;NA;NA
"50253";NA;"2006";0;NA;NA
"50254";NA;"2007";0;NA;NA
"50255";NA;"2008";0;NA;NA
"50256";NA;"2009";0;NA;NA
"50257";NA;"2010";0;NA;NA
"50258";NA;"2011";0;NA;NA
"50259";NA;"2012";0;NA;NA
"50260";NA;"2013";0;NA;NA
"50261";NA;"2017";0;NA;NA
"50262";NA;"2018";0;NA;NA
"50263";NA;"2019";0;NA;NA
"50264";NA;"2020";0;NA;NA
"50265";NA;"2021";0;NA;NA
"50266";NA;"2022";0;NA;NA
"50267";"Vivendas turísticas";NA;NA;NA;NA
"50268";NA;"2003";NA;NA;NA
"50269";NA;"2004";NA;NA;NA
"50270";NA;"2005";NA;NA;NA
"50271";NA;"2006";NA;NA;NA
"50272";NA;"2007";NA;NA;NA
"50273";NA;"2008";NA;NA;NA
"50274";NA;"2009";NA;NA;NA
"50275";NA;"2010";NA;NA;NA
"50276";NA;"2011";NA;NA;NA
"50277";NA;"2012";NA;NA;NA
"50278";NA;"2013";NA;NA;NA
"50279";NA;"2017";4;NA;NA
"50280";NA;"2018";4;NA;NA
"50281";NA;"2019";4;NA;NA
"50282";NA;"2020";4;NA;NA
"50283";NA;"2021";4;NA;NA
"50284";NA;"2022";4;NA;NA
"50285";"Vivendas de uso turístico";NA;NA;NA;NA
"50286";NA;"2003";0;NA;NA
"50287";NA;"2004";0;NA;NA
"50288";NA;"2005";0;NA;NA
"50289";NA;"2006";0;NA;NA
"50290";NA;"2007";0;NA;NA
"50291";NA;"2008";0;NA;NA
"50292";NA;"2009";0;NA;NA
"50293";NA;"2010";0;NA;NA
"50294";NA;"2011";0;NA;NA
"50295";NA;"2012";0;NA;NA
"50296";NA;"2013";0;NA;NA
"50297";NA;"2017";0;NA;NA
"50298";NA;"2018";9;NA;NA
"50299";NA;"2019";12;NA;NA
"50300";NA;"2020";12;NA;NA
"50301";NA;"2021";14;NA;NA
"50302";NA;"2022";17;NA;NA
"50303";"36038";"Pontevedra";NA;NA;NA
"50304";"Hoteis";NA;NA;NA;NA
"50305";NA;"2003";10;"PPPONTEVEDRA";36038
"50306";NA;"2004";11;NA;NA
"50307";NA;"2005";11;NA;NA
"50308";NA;"2006";13;NA;NA
"50309";NA;"2007";14;NA;NA
"50310";NA;"2008";14;NA;NA
"50311";NA;"2009";15;NA;NA
"50312";NA;"2010";15;NA;NA
"50313";NA;"2011";15;NA;NA
"50314";NA;"2012";15;NA;NA
"50315";NA;"2013";15;NA;NA
"50316";NA;"2017";16;NA;NA
"50317";NA;"2018";16;NA;NA
"50318";NA;"2019";16;NA;NA
"50319";NA;"2020";16;NA;NA
"50320";NA;"2021";16;NA;NA
"50321";NA;"2022";16;NA;NA
"50322";"Pensións";NA;NA;NA;NA
"50323";NA;"2003";NA;NA;NA
"50324";NA;"2004";NA;NA;NA
"50325";NA;"2005";NA;NA;NA
"50326";NA;"2006";NA;NA;NA
"50327";NA;"2007";NA;NA;NA
"50328";NA;"2008";NA;NA;NA
"50329";NA;"2009";11;NA;NA
"50330";NA;"2010";11;NA;NA
"50331";NA;"2011";12;NA;NA
"50332";NA;"2012";12;NA;NA
"50333";NA;"2013";12;NA;NA
"50334";NA;"2017";10;NA;NA
"50335";NA;"2018";10;NA;NA
"50336";NA;"2019";11;NA;NA
"50337";NA;"2020";11;NA;NA
"50338";NA;"2021";12;NA;NA
"50339";NA;"2022";11;NA;NA
"50340";"Albergues turísticos";NA;NA;NA;NA
"50341";NA;"2003";NA;NA;NA
"50342";NA;"2004";NA;NA;NA
"50343";NA;"2005";NA;NA;NA
"50344";NA;"2006";NA;NA;NA
"50345";NA;"2007";NA;NA;NA
"50346";NA;"2008";NA;NA;NA
"50347";NA;"2009";NA;NA;NA
"50348";NA;"2010";NA;NA;NA
"50349";NA;"2011";NA;NA;NA
"50350";NA;"2012";0;NA;NA
"50351";NA;"2013";0;NA;NA
"50352";NA;"2017";3;NA;NA
"50353";NA;"2018";3;NA;NA
"50354";NA;"2019";4;NA;NA
"50355";NA;"2020";5;NA;NA
"50356";NA;"2021";10;NA;NA
"50357";NA;"2022";10;NA;NA
"50358";"Turismo rural";NA;NA;NA;NA
"50359";NA;"2003";1;NA;NA
"50360";NA;"2004";1;NA;NA
"50361";NA;"2005";1;NA;NA
"50362";NA;"2006";0;NA;NA
"50363";NA;"2007";1;NA;NA
"50364";NA;"2008";2;NA;NA
"50365";NA;"2009";2;NA;NA
"50366";NA;"2010";2;NA;NA
"50367";NA;"2011";2;NA;NA
"50368";NA;"2012";2;NA;NA
"50369";NA;"2013";2;NA;NA
"50370";NA;"2017";2;NA;NA
"50371";NA;"2018";2;NA;NA
"50372";NA;"2019";2;NA;NA
"50373";NA;"2020";2;NA;NA
"50374";NA;"2021";2;NA;NA
"50375";NA;"2022";1;NA;NA
"50376";"Campamentos de turismo";NA;NA;NA;NA
"50377";NA;"2003";0;NA;NA
"50378";NA;"2004";0;NA;NA
"50379";NA;"2005";0;NA;NA
"50380";NA;"2006";0;NA;NA
"50381";NA;"2007";0;NA;NA
"50382";NA;"2008";0;NA;NA
"50383";NA;"2009";0;NA;NA
"50384";NA;"2010";0;NA;NA
"50385";NA;"2011";0;NA;NA
"50386";NA;"2012";0;NA;NA
"50387";NA;"2013";0;NA;NA
"50388";NA;"2017";0;NA;NA
"50389";NA;"2018";0;NA;NA
"50390";NA;"2019";0;NA;NA
"50391";NA;"2020";0;NA;NA
"50392";NA;"2021";0;NA;NA
"50393";NA;"2022";0;NA;NA
"50394";"Apartamentos turísticos";NA;NA;NA;NA
"50395";NA;"2003";0;NA;NA
"50396";NA;"2004";0;NA;NA
"50397";NA;"2005";0;NA;NA
"50398";NA;"2006";0;NA;NA
"50399";NA;"2007";0;NA;NA
"50400";NA;"2008";0;NA;NA
"50401";NA;"2009";0;NA;NA
"50402";NA;"2010";0;NA;NA
"50403";NA;"2011";0;NA;NA
"50404";NA;"2012";0;NA;NA
"50405";NA;"2013";0;NA;NA
"50406";NA;"2017";0;NA;NA
"50407";NA;"2018";0;NA;NA
"50408";NA;"2019";0;NA;NA
"50409";NA;"2020";0;NA;NA
"50410";NA;"2021";1;NA;NA
"50411";NA;"2022";1;NA;NA
"50412";"Vivendas turísticas";NA;NA;NA;NA
"50413";NA;"2003";NA;NA;NA
"50414";NA;"2004";NA;NA;NA
"50415";NA;"2005";NA;NA;NA
"50416";NA;"2006";NA;NA;NA
"50417";NA;"2007";NA;NA;NA
"50418";NA;"2008";NA;NA;NA
"50419";NA;"2009";NA;NA;NA
"50420";NA;"2010";NA;NA;NA
"50421";NA;"2011";NA;NA;NA
"50422";NA;"2012";NA;NA;NA
"50423";NA;"2013";NA;NA;NA
"50424";NA;"2017";0;NA;NA
"50425";NA;"2018";0;NA;NA
"50426";NA;"2019";0;NA;NA
"50427";NA;"2020";0;NA;NA
"50428";NA;"2021";0;NA;NA
"50429";NA;"2022";0;NA;NA
"50430";"Vivendas de uso turístico";NA;NA;NA;NA
"50431";NA;"2003";0;NA;NA
"50432";NA;"2004";0;NA;NA
"50433";NA;"2005";0;NA;NA
"50434";NA;"2006";0;NA;NA
"50435";NA;"2007";0;NA;NA
"50436";NA;"2008";0;NA;NA
"50437";NA;"2009";0;NA;NA
"50438";NA;"2010";0;NA;NA
"50439";NA;"2011";0;NA;NA
"50440";NA;"2012";0;NA;NA
"50441";NA;"2013";0;NA;NA
"50442";NA;"2017";0;NA;NA
"50443";NA;"2018";59;NA;NA
"50444";NA;"2019";103;NA;NA
"50445";NA;"2020";147;NA;NA
"50446";NA;"2021";220;NA;NA
"50447";NA;"2022";290;NA;NA
"50448";"36058";"Vilaboa";NA;NA;NA
"50449";"Hoteis";NA;NA;NA;NA
"50450";NA;"2003";4;"VILABOA";36058
"50451";NA;"2004";4;NA;NA
"50452";NA;"2005";4;NA;NA
"50453";NA;"2006";4;NA;NA
"50454";NA;"2007";4;NA;NA
"50455";NA;"2008";4;NA;NA
"50456";NA;"2009";4;NA;NA
"50457";NA;"2010";4;NA;NA
"50458";NA;"2011";4;NA;NA
"50459";NA;"2012";4;NA;NA
"50460";NA;"2013";4;NA;NA
"50461";NA;"2017";4;NA;NA
"50462";NA;"2018";4;NA;NA
"50463";NA;"2019";4;NA;NA
"50464";NA;"2020";4;NA;NA
"50465";NA;"2021";4;NA;NA
"50466";NA;"2022";4;NA;NA
"50467";"Pensións";NA;NA;NA;NA
"50468";NA;"2003";NA;NA;NA
"50469";NA;"2004";NA;NA;NA
"50470";NA;"2005";NA;NA;NA
"50471";NA;"2006";NA;NA;NA
"50472";NA;"2007";NA;NA;NA
"50473";NA;"2008";NA;NA;NA
"50474";NA;"2009";2;NA;NA
"50475";NA;"2010";2;NA;NA
"50476";NA;"2011";2;NA;NA
"50477";NA;"2012";2;NA;NA
"50478";NA;"2013";1;NA;NA
"50479";NA;"2017";1;NA;NA
"50480";NA;"2018";1;NA;NA
"50481";NA;"2019";1;NA;NA
"50482";NA;"2020";1;NA;NA
"50483";NA;"2021";1;NA;NA
"50484";NA;"2022";1;NA;NA
"50485";"Albergues turísticos";NA;NA;NA;NA
"50486";NA;"2003";NA;NA;NA
"50487";NA;"2004";NA;NA;NA
"50488";NA;"2005";NA;NA;NA
"50489";NA;"2006";NA;NA;NA
"50490";NA;"2007";NA;NA;NA
"50491";NA;"2008";NA;NA;NA
"50492";NA;"2009";NA;NA;NA
"50493";NA;"2010";NA;NA;NA
"50494";NA;"2011";NA;NA;NA
"50495";NA;"2012";0;NA;NA
"50496";NA;"2013";0;NA;NA
"50497";NA;"2017";0;NA;NA
"50498";NA;"2018";0;NA;NA
"50499";NA;"2019";0;NA;NA
"50500";NA;"2020";0;NA;NA
"50501";NA;"2021";0;NA;NA
"50502";NA;"2022";0;NA;NA
"50503";"Turismo rural";NA;NA;NA;NA
"50504";NA;"2003";1;NA;NA
"50505";NA;"2004";1;NA;NA
"50506";NA;"2005";1;NA;NA
"50507";NA;"2006";2;NA;NA
"50508";NA;"2007";2;NA;NA
"50509";NA;"2008";3;NA;NA
"50510";NA;"2009";3;NA;NA
"50511";NA;"2010";3;NA;NA
"50512";NA;"2011";3;NA;NA
"50513";NA;"2012";3;NA;NA
"50514";NA;"2013";3;NA;NA
"50515";NA;"2017";3;NA;NA
"50516";NA;"2018";3;NA;NA
"50517";NA;"2019";3;NA;NA
"50518";NA;"2020";3;NA;NA
"50519";NA;"2021";3;NA;NA
"50520";NA;"2022";3;NA;NA
"50521";"Campamentos de turismo";NA;NA;NA;NA
"50522";NA;"2003";0;NA;NA
"50523";NA;"2004";0;NA;NA
"50524";NA;"2005";0;NA;NA
"50525";NA;"2006";0;NA;NA
"50526";NA;"2007";0;NA;NA
"50527";NA;"2008";0;NA;NA
"50528";NA;"2009";0;NA;NA
"50529";NA;"2010";0;NA;NA
"50530";NA;"2011";0;NA;NA
"50531";NA;"2012";0;NA;NA
"50532";NA;"2013";0;NA;NA
"50533";NA;"2017";0;NA;NA
"50534";NA;"2018";0;NA;NA
"50535";NA;"2019";0;NA;NA
"50536";NA;"2020";0;NA;NA
"50537";NA;"2021";0;NA;NA
"50538";NA;"2022";0;NA;NA
"50539";"Apartamentos turísticos";NA;NA;NA;NA
"50540";NA;"2003";0;NA;NA
"50541";NA;"2004";0;NA;NA
"50542";NA;"2005";0;NA;NA
"50543";NA;"2006";0;NA;NA
"50544";NA;"2007";1;NA;NA
"50545";NA;"2008";0;NA;NA
"50546";NA;"2009";1;NA;NA
"50547";NA;"2010";1;NA;NA
"50548";NA;"2011";1;NA;NA
"50549";NA;"2012";1;NA;NA
"50550";NA;"2013";0;NA;NA
"50551";NA;"2017";1;NA;NA
"50552";NA;"2018";1;NA;NA
"50553";NA;"2019";1;NA;NA
"50554";NA;"2020";1;NA;NA
"50555";NA;"2021";1;NA;NA
"50556";NA;"2022";1;NA;NA
"50557";"Vivendas turísticas";NA;NA;NA;NA
"50558";NA;"2003";NA;NA;NA
"50559";NA;"2004";NA;NA;NA
"50560";NA;"2005";NA;NA;NA
"50561";NA;"2006";NA;NA;NA
"50562";NA;"2007";NA;NA;NA
"50563";NA;"2008";NA;NA;NA
"50564";NA;"2009";NA;NA;NA
"50565";NA;"2010";NA;NA;NA
"50566";NA;"2011";NA;NA;NA
"50567";NA;"2012";NA;NA;NA
"50568";NA;"2013";NA;NA;NA
"50569";NA;"2017";3;NA;NA
"50570";NA;"2018";4;NA;NA
"50571";NA;"2019";4;NA;NA
"50572";NA;"2020";4;NA;NA
"50573";NA;"2021";4;NA;NA
"50574";NA;"2022";3;NA;NA
"50575";"Vivendas de uso turístico";NA;NA;NA;NA
"50576";NA;"2003";0;NA;NA
"50577";NA;"2004";0;NA;NA
"50578";NA;"2005";0;NA;NA
"50579";NA;"2006";0;NA;NA
"50580";NA;"2007";0;NA;NA
"50581";NA;"2008";0;NA;NA
"50582";NA;"2009";0;NA;NA
"50583";NA;"2010";0;NA;NA
"50584";NA;"2011";0;NA;NA
"50585";NA;"2012";0;NA;NA
"50586";NA;"2013";0;NA;NA
"50587";NA;"2017";0;NA;NA
"50588";NA;"2018";6;NA;NA
"50589";NA;"2019";11;NA;NA
"50590";NA;"2020";14;NA;NA
"50591";NA;"2021";20;NA;NA
"50592";NA;"2022";26;NA;NA
"50593";"3608";"O Salnés";NA;NA;NA
"50594";"Hoteis";NA;NA;NA;NA
"50595";NA;"2003";151;"O SALNES";3608
"50596";NA;"2004";160;NA;NA
"50597";NA;"2005";176;NA;NA
"50598";NA;"2006";188;NA;NA
"50599";NA;"2007";192;NA;NA
"50600";NA;"2008";198;NA;NA
"50601";NA;"2009";199;NA;NA
"50602";NA;"2010";204;NA;NA
"50603";NA;"2011";206;NA;NA
"50604";NA;"2012";206;NA;NA
"50605";NA;"2013";210;NA;NA
"50606";NA;"2017";207;NA;NA
"50607";NA;"2018";209;NA;NA
"50608";NA;"2019";208;NA;NA
"50609";NA;"2020";207;NA;NA
"50610";NA;"2021";206;NA;NA
"50611";NA;"2022";207;NA;NA
"50612";"Pensións";NA;NA;NA;NA
"50613";NA;"2003";NA;NA;NA
"50614";NA;"2004";NA;NA;NA
"50615";NA;"2005";NA;NA;NA
"50616";NA;"2006";NA;NA;NA
"50617";NA;"2007";NA;NA;NA
"50618";NA;"2008";NA;NA;NA
"50619";NA;"2009";85;NA;NA
"50620";NA;"2010";85;NA;NA
"50621";NA;"2011";86;NA;NA
"50622";NA;"2012";88;NA;NA
"50623";NA;"2013";92;NA;NA
"50624";NA;"2017";96;NA;NA
"50625";NA;"2018";100;NA;NA
"50626";NA;"2019";104;NA;NA
"50627";NA;"2020";109;NA;NA
"50628";NA;"2021";109;NA;NA
"50629";NA;"2022";111;NA;NA
"50630";"Albergues turísticos";NA;NA;NA;NA
"50631";NA;"2003";NA;NA;NA
"50632";NA;"2004";NA;NA;NA
"50633";NA;"2005";NA;NA;NA
"50634";NA;"2006";NA;NA;NA
"50635";NA;"2007";NA;NA;NA
"50636";NA;"2008";NA;NA;NA
"50637";NA;"2009";NA;NA;NA
"50638";NA;"2010";NA;NA;NA
"50639";NA;"2011";NA;NA;NA
"50640";NA;"2012";0;NA;NA
"50641";NA;"2013";0;NA;NA
"50642";NA;"2017";0;NA;NA
"50643";NA;"2018";0;NA;NA
"50644";NA;"2019";1;NA;NA
"50645";NA;"2020";2;NA;NA
"50646";NA;"2021";3;NA;NA
"50647";NA;"2022";3;NA;NA
"50648";"Turismo rural";NA;NA;NA;NA
"50649";NA;"2003";14;NA;NA
"50650";NA;"2004";15;NA;NA
"50651";NA;"2005";16;NA;NA
"50652";NA;"2006";17;NA;NA
"50653";NA;"2007";17;NA;NA
"50654";NA;"2008";18;NA;NA
"50655";NA;"2009";18;NA;NA
"50656";NA;"2010";20;NA;NA
"50657";NA;"2011";23;NA;NA
"50658";NA;"2012";23;NA;NA
"50659";NA;"2013";23;NA;NA
"50660";NA;"2017";21;NA;NA
"50661";NA;"2018";21;NA;NA
"50662";NA;"2019";22;NA;NA
"50663";NA;"2020";22;NA;NA
"50664";NA;"2021";23;NA;NA
"50665";NA;"2022";24;NA;NA
"50666";"Campamentos de turismo";NA;NA;NA;NA
"50667";NA;"2003";26;NA;NA
"50668";NA;"2004";28;NA;NA
"50669";NA;"2005";27;NA;NA
"50670";NA;"2006";27;NA;NA
"50671";NA;"2007";26;NA;NA
"50672";NA;"2008";26;NA;NA
"50673";NA;"2009";26;NA;NA
"50674";NA;"2010";26;NA;NA
"50675";NA;"2011";26;NA;NA
"50676";NA;"2012";26;NA;NA
"50677";NA;"2013";26;NA;NA
"50678";NA;"2017";27;NA;NA
"50679";NA;"2018";27;NA;NA
"50680";NA;"2019";27;NA;NA
"50681";NA;"2020";28;NA;NA
"50682";NA;"2021";29;NA;NA
"50683";NA;"2022";32;NA;NA
"50684";"Apartamentos turísticos";NA;NA;NA;NA
"50685";NA;"2003";0;NA;NA
"50686";NA;"2004";0;NA;NA
"50687";NA;"2005";0;NA;NA
"50688";NA;"2006";19;NA;NA
"50689";NA;"2007";21;NA;NA
"50690";NA;"2008";26;NA;NA
"50691";NA;"2009";30;NA;NA
"50692";NA;"2010";30;NA;NA
"50693";NA;"2011";33;NA;NA
"50694";NA;"2012";34;NA;NA
"50695";NA;"2013";15;NA;NA
"50696";NA;"2017";51;NA;NA
"50697";NA;"2018";58;NA;NA
"50698";NA;"2019";62;NA;NA
"50699";NA;"2020";67;NA;NA
"50700";NA;"2021";71;NA;NA
"50701";NA;"2022";75;NA;NA
"50702";"Vivendas turísticas";NA;NA;NA;NA
"50703";NA;"2003";NA;NA;NA
"50704";NA;"2004";NA;NA;NA
"50705";NA;"2005";NA;NA;NA
"50706";NA;"2006";NA;NA;NA
"50707";NA;"2007";NA;NA;NA
"50708";NA;"2008";NA;NA;NA
"50709";NA;"2009";NA;NA;NA
"50710";NA;"2010";NA;NA;NA
"50711";NA;"2011";NA;NA;NA
"50712";NA;"2012";NA;NA;NA
"50713";NA;"2013";NA;NA;NA
"50714";NA;"2017";8;NA;NA
"50715";NA;"2018";9;NA;NA
"50716";NA;"2019";8;NA;NA
"50717";NA;"2020";8;NA;NA
"50718";NA;"2021";8;NA;NA
"50719";NA;"2022";8;NA;NA
"50720";"Vivendas de uso turístico";NA;NA;NA;NA
"50721";NA;"2003";0;NA;NA
"50722";NA;"2004";0;NA;NA
"50723";NA;"2005";0;NA;NA
"50724";NA;"2006";0;NA;NA
"50725";NA;"2007";0;NA;NA
"50726";NA;"2008";0;NA;NA
"50727";NA;"2009";0;NA;NA
"50728";NA;"2010";0;NA;NA
"50729";NA;"2011";0;NA;NA
"50730";NA;"2012";0;NA;NA
"50731";NA;"2013";0;NA;NA
"50732";NA;"2017";0;NA;NA
"50733";NA;"2018";1478;NA;NA
"50734";NA;"2019";2109;NA;NA
"50735";NA;"2020";2468;NA;NA
"50736";NA;"2021";2947;NA;NA
"50737";NA;"2022";3328;NA;NA
"50738";"36006";"Cambados";NA;NA;NA
"50739";"Hoteis";NA;NA;NA;NA
"50740";NA;"2003";9;"CAMBADOS";36006
"50741";NA;"2004";10;NA;NA
"50742";NA;"2005";12;NA;NA
"50743";NA;"2006";13;NA;NA
"50744";NA;"2007";13;NA;NA
"50745";NA;"2008";13;NA;NA
"50746";NA;"2009";13;NA;NA
"50747";NA;"2010";13;NA;NA
"50748";NA;"2011";14;NA;NA
"50749";NA;"2012";14;NA;NA
"50750";NA;"2013";14;NA;NA
"50751";NA;"2017";14;NA;NA
"50752";NA;"2018";13;NA;NA
"50753";NA;"2019";13;NA;NA
"50754";NA;"2020";13;NA;NA
"50755";NA;"2021";13;NA;NA
"50756";NA;"2022";14;NA;NA
"50757";"Pensións";NA;NA;NA;NA
"50758";NA;"2003";NA;NA;NA
"50759";NA;"2004";NA;NA;NA
"50760";NA;"2005";NA;NA;NA
"50761";NA;"2006";NA;NA;NA
"50762";NA;"2007";NA;NA;NA
"50763";NA;"2008";NA;NA;NA
"50764";NA;"2009";7;NA;NA
"50765";NA;"2010";6;NA;NA
"50766";NA;"2011";6;NA;NA
"50767";NA;"2012";6;NA;NA
"50768";NA;"2013";6;NA;NA
"50769";NA;"2017";8;NA;NA
"50770";NA;"2018";8;NA;NA
"50771";NA;"2019";8;NA;NA
"50772";NA;"2020";8;NA;NA
"50773";NA;"2021";8;NA;NA
"50774";NA;"2022";9;NA;NA
"50775";"Albergues turísticos";NA;NA;NA;NA
"50776";NA;"2003";NA;NA;NA
"50777";NA;"2004";NA;NA;NA
"50778";NA;"2005";NA;NA;NA
"50779";NA;"2006";NA;NA;NA
"50780";NA;"2007";NA;NA;NA
"50781";NA;"2008";NA;NA;NA
"50782";NA;"2009";NA;NA;NA
"50783";NA;"2010";NA;NA;NA
"50784";NA;"2011";NA;NA;NA
"50785";NA;"2012";0;NA;NA
"50786";NA;"2013";0;NA;NA
"50787";NA;"2017";0;NA;NA
"50788";NA;"2018";0;NA;NA
"50789";NA;"2019";0;NA;NA
"50790";NA;"2020";0;NA;NA
"50791";NA;"2021";0;NA;NA
"50792";NA;"2022";0;NA;NA
"50793";"Turismo rural";NA;NA;NA;NA
"50794";NA;"2003";6;NA;NA
"50795";NA;"2004";6;NA;NA
"50796";NA;"2005";6;NA;NA
"50797";NA;"2006";6;NA;NA
"50798";NA;"2007";6;NA;NA
"50799";NA;"2008";6;NA;NA
"50800";NA;"2009";6;NA;NA
"50801";NA;"2010";7;NA;NA
"50802";NA;"2011";8;NA;NA
"50803";NA;"2012";8;NA;NA
"50804";NA;"2013";8;NA;NA
"50805";NA;"2017";8;NA;NA
"50806";NA;"2018";8;NA;NA
"50807";NA;"2019";8;NA;NA
"50808";NA;"2020";8;NA;NA
"50809";NA;"2021";8;NA;NA
"50810";NA;"2022";8;NA;NA
"50811";"Campamentos de turismo";NA;NA;NA;NA
"50812";NA;"2003";0;NA;NA
"50813";NA;"2004";0;NA;NA
"50814";NA;"2005";0;NA;NA
"50815";NA;"2006";0;NA;NA
"50816";NA;"2007";0;NA;NA
"50817";NA;"2008";0;NA;NA
"50818";NA;"2009";0;NA;NA
"50819";NA;"2010";0;NA;NA
"50820";NA;"2011";0;NA;NA
"50821";NA;"2012";0;NA;NA
"50822";NA;"2013";0;NA;NA
"50823";NA;"2017";0;NA;NA
"50824";NA;"2018";0;NA;NA
"50825";NA;"2019";0;NA;NA
"50826";NA;"2020";0;NA;NA
"50827";NA;"2021";0;NA;NA
"50828";NA;"2022";0;NA;NA
"50829";"Apartamentos turísticos";NA;NA;NA;NA
"50830";NA;"2003";0;NA;NA
"50831";NA;"2004";0;NA;NA
"50832";NA;"2005";0;NA;NA
"50833";NA;"2006";0;NA;NA
"50834";NA;"2007";0;NA;NA
"50835";NA;"2008";0;NA;NA
"50836";NA;"2009";1;NA;NA
"50837";NA;"2010";1;NA;NA
"50838";NA;"2011";2;NA;NA
"50839";NA;"2012";2;NA;NA
"50840";NA;"2013";0;NA;NA
"50841";NA;"2017";3;NA;NA
"50842";NA;"2018";3;NA;NA
"50843";NA;"2019";3;NA;NA
"50844";NA;"2020";3;NA;NA
"50845";NA;"2021";3;NA;NA
"50846";NA;"2022";3;NA;NA
"50847";"Vivendas turísticas";NA;NA;NA;NA
"50848";NA;"2003";NA;NA;NA
"50849";NA;"2004";NA;NA;NA
"50850";NA;"2005";NA;NA;NA
"50851";NA;"2006";NA;NA;NA
"50852";NA;"2007";NA;NA;NA
"50853";NA;"2008";NA;NA;NA
"50854";NA;"2009";NA;NA;NA
"50855";NA;"2010";NA;NA;NA
"50856";NA;"2011";NA;NA;NA
"50857";NA;"2012";NA;NA;NA
"50858";NA;"2013";NA;NA;NA
"50859";NA;"2017";2;NA;NA
"50860";NA;"2018";2;NA;NA
"50861";NA;"2019";2;NA;NA
"50862";NA;"2020";2;NA;NA
"50863";NA;"2021";2;NA;NA
"50864";NA;"2022";2;NA;NA
"50865";"Vivendas de uso turístico";NA;NA;NA;NA
"50866";NA;"2003";0;NA;NA
"50867";NA;"2004";0;NA;NA
"50868";NA;"2005";0;NA;NA
"50869";NA;"2006";0;NA;NA
"50870";NA;"2007";0;NA;NA
"50871";NA;"2008";0;NA;NA
"50872";NA;"2009";0;NA;NA
"50873";NA;"2010";0;NA;NA
"50874";NA;"2011";0;NA;NA
"50875";NA;"2012";0;NA;NA
"50876";NA;"2013";0;NA;NA
"50877";NA;"2017";0;NA;NA
"50878";NA;"2018";26;NA;NA
"50879";NA;"2019";47;NA;NA
"50880";NA;"2020";60;NA;NA
"50881";NA;"2021";86;NA;NA
"50882";NA;"2022";120;NA;NA
"50883";"36022,\Grove, O\\",,,,\"";NA;NA;NA;NA
"50884";"Hoteis";NA;NA;NA;NA
"50885";NA;"2003";33;"O GROVE";36022
"50886";NA;"2004";33;NA;NA
"50887";NA;"2005";37;NA;NA
"50888";NA;"2006";40;NA;NA
"50889";NA;"2007";41;NA;NA
"50890";NA;"2008";41;NA;NA
"50891";NA;"2009";42;NA;NA
"50892";NA;"2010";43;NA;NA
"50893";NA;"2011";43;NA;NA
"50894";NA;"2012";43;NA;NA
"50895";NA;"2013";43;NA;NA
"50896";NA;"2017";41;NA;NA
"50897";NA;"2018";42;NA;NA
"50898";NA;"2019";42;NA;NA
"50899";NA;"2020";41;NA;NA
"50900";NA;"2021";40;NA;NA
"50901";NA;"2022";40;NA;NA
"50902";"Pensións";NA;NA;NA;NA
"50903";NA;"2003";NA;NA;NA
